age,occupation,marital_status,education_level,credit_default,housing_loan,personal_loan,contact_method,last_contact_month,last_contact_day_of_week,last_contact_duration,campaign_contacts,days_since_previous_contact,previous_contacts,previous_campaign_outcome,employment_variation_rate,consumer_price_index,consumer_confidence_index,euribor_3_month_rate,number_employed,subscription_status
46,Technician,Married,High School,No,Yes,No,Cellular,11,Monday,171,1,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
39,Management,Single,Basic (9 Years),No,Yes,No,Cellular,11,Monday,590,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
38,Entrepreneur,Married,Basic (9 Years),No,Yes,No,Cellular,11,Monday,136,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
46,Technician,Married,High School,No,Yes,No,Cellular,11,Monday,569,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
42,Admin,Divorced,High School,No,Yes,No,Cellular,11,Monday,70,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
42,Admin,Divorced,High School,No,Yes,No,Telephone,11,Monday,124,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
38,Entrepreneur,Married,Basic (9 Years),No,Yes,No,Cellular,11,Monday,555,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
44,Retired,Divorced,Professional Course,No,Yes,No,Cellular,11,Monday,231,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
42,Admin,Married,University Degree,No,No,No,Cellular,11,Monday,226,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
52,Management,Married,University Degree,No,Yes,Yes,Cellular,11,Monday,173,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
32,Admin,Single,High School,No,Yes,No,Cellular,11,Monday,333,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
35,Entrepreneur,Married,High School,No,Yes,No,Cellular,11,Monday,131,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
43,Admin,Divorced,High School,No,No,No,Cellular,11,Monday,92,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
31,Technician,Single,University Degree,No,Yes,Yes,Cellular,11,Monday,118,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
58,Self-employed,Married,University Degree,No,No,No,Cellular,11,Monday,224,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
37,Services,Single,Basic (9 Years),No,Yes,No,Cellular,11,Monday,283,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
51,Admin,Married,High School,No,Yes,No,Cellular,11,Monday,326,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
34,Entrepreneur,Single,University Degree,No,Yes,No,Cellular,11,Monday,113,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
35,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,11,Monday,101,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
41,Technician,Married,Basic (6 Years),No,Yes,No,Telephone,11,Monday,60,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
46,Entrepreneur,Married,University Degree,No,Yes,Yes,Cellular,11,Monday,78,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
44,Entrepreneur,Married,Professional Course,No,Yes,No,Telephone,11,Monday,291,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
50,Technician,Married,Basic (9 Years),No,Yes,No,Telephone,11,Monday,55,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
50,Admin,Divorced,University Degree,No,Yes,No,Telephone,11,Monday,609,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
40,Blue-collar,Married,Basic (4 Years),No,No,No,Cellular,11,Monday,1121,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
34,Unemployed,Married,High School,No,Yes,No,Cellular,11,Monday,564,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
31,Admin,Married,High School,No,Yes,No,Telephone,11,Monday,673,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
32,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,11,Monday,1091,2,5,1,Success,-0.1,93.2,-42.0,4.191,5195.8,Yes
34,Services,Single,High School,No,No,No,Telephone,11,Monday,62,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
33,Technician,Single,University Degree,No,No,No,Cellular,11,Monday,98,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
32,Blue-collar,Single,University Degree,No,No,No,Cellular,11,Monday,242,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
39,Services,Married,Professional Course,No,Yes,Yes,Cellular,11,Monday,148,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
38,Admin,Married,Basic (6 Years),No,No,Yes,Telephone,11,Monday,204,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
40,Entrepreneur,Divorced,University Degree,No,Yes,No,Cellular,11,Monday,124,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
36,Technician,Single,Professional Course,No,No,No,Cellular,11,Monday,85,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
46,Entrepreneur,Married,Basic (4 Years),No,No,No,Cellular,11,Monday,148,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
36,Services,Married,High School,No,Yes,No,Cellular,11,Monday,193,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
33,Blue-collar,Married,Basic (9 Years),No,Yes,No,Telephone,11,Monday,309,3,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
53,Blue-collar,Married,Professional Course,No,Yes,No,Cellular,11,Monday,242,3,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
43,Services,Married,High School,No,Yes,Yes,Cellular,11,Monday,170,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
46,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,11,Monday,130,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
38,Management,Married,University Degree,No,No,No,Cellular,11,Monday,221,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
57,Blue-collar,Divorced,Basic (9 Years),No,No,No,Cellular,11,Monday,117,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
42,Admin,Married,University Degree,No,Yes,No,Cellular,11,Monday,116,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
51,Blue-collar,Married,Basic (4 Years),No,Yes,Yes,Cellular,11,Monday,178,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
43,Management,Divorced,High School,No,Yes,No,Cellular,11,Monday,488,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
43,Management,Married,University Degree,No,Yes,No,Telephone,11,Monday,49,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
35,Management,Married,Professional Course,No,Yes,No,Cellular,11,Monday,142,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
35,Management,Married,University Degree,No,Yes,No,Cellular,11,Monday,63,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
40,Entrepreneur,Married,Basic (9 Years),No,Yes,No,Cellular,11,Monday,69,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
37,Management,Married,University Degree,No,Yes,Yes,Cellular,11,Monday,176,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
43,Admin,Single,University Degree,No,No,No,Cellular,11,Monday,507,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
36,Admin,Married,University Degree,No,Yes,No,Telephone,11,Monday,1735,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
49,Admin,Married,University Degree,No,Yes,Yes,Telephone,11,Monday,340,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
42,Technician,Married,Professional Course,No,Yes,Yes,Cellular,11,Monday,126,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
57,Retired,Married,University Degree,No,Yes,Yes,Cellular,11,Monday,1132,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,Yes
38,Admin,Single,Basic (9 Years),No,Yes,Yes,Cellular,11,Monday,501,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
55,Technician,Single,Professional Course,No,Yes,No,Cellular,11,Monday,286,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
41,Admin,Divorced,University Degree,No,Yes,No,Telephone,11,Monday,110,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
55,Technician,Single,Professional Course,No,No,No,Cellular,11,Monday,99,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
51,Technician,Married,High School,No,No,No,Cellular,11,Monday,198,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
49,Management,Married,University Degree,No,Yes,Yes,Cellular,11,Monday,308,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
48,Technician,Married,Professional Course,No,Yes,No,Cellular,11,Monday,156,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
34,Management,Divorced,University Degree,No,No,No,Cellular,11,Monday,212,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
50,Blue-collar,Married,Basic (9 Years),No,Yes,Yes,Cellular,11,Monday,35,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
52,Management,Married,University Degree,No,No,No,Telephone,11,Monday,127,4,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
43,Management,Married,High School,No,Yes,Yes,Cellular,11,Monday,70,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
35,Blue-collar,Married,High School,No,Yes,Yes,Cellular,11,Monday,330,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
39,Housemaid,Married,Basic (9 Years),No,Yes,Yes,Cellular,11,Monday,272,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
35,Admin,Married,University Degree,No,No,No,Cellular,11,Monday,397,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
43,Admin,Married,University Degree,No,No,No,Cellular,11,Monday,222,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
46,Entrepreneur,Married,Basic (4 Years),No,Yes,No,Cellular,11,Monday,333,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
53,Blue-collar,Married,Professional Course,No,Yes,Yes,Cellular,11,Monday,212,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
52,Retired,Married,University Degree,No,Yes,Yes,Telephone,11,Monday,215,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
39,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,11,Monday,57,4,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
31,Self-employed,Single,University Degree,No,Yes,No,Cellular,11,Monday,113,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
31,Services,Divorced,High School,No,No,No,Telephone,11,Monday,107,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
36,Services,Married,High School,No,No,No,Cellular,11,Monday,86,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
37,Management,Married,High School,No,Yes,No,Telephone,11,Monday,188,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
52,Entrepreneur,Married,University Degree,No,Yes,No,Cellular,11,Monday,85,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
35,Admin,Married,High School,No,Yes,No,Cellular,11,Monday,140,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
33,Management,Married,University Degree,No,Yes,No,Cellular,11,Monday,681,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
36,Entrepreneur,Married,High School,No,Yes,Yes,Cellular,11,Monday,139,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
45,Blue-collar,Single,Basic (9 Years),No,Yes,Yes,Cellular,11,Monday,61,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
41,Technician,Married,University Degree,No,No,No,Cellular,11,Monday,149,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
52,Admin,Married,Basic (4 Years),No,Yes,Yes,Cellular,11,Monday,102,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
37,Blue-collar,Married,Basic (6 Years),No,Yes,No,Telephone,11,Monday,99,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
46,Services,Married,High School,No,Yes,No,Cellular,11,Monday,966,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
39,Services,Married,High School,No,Yes,Yes,Cellular,11,Monday,49,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
40,Blue-collar,Married,Basic (9 Years),No,Yes,No,Telephone,11,Monday,132,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
30,Admin,Married,University Degree,No,No,No,Cellular,11,Monday,329,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
52,Management,Married,University Degree,No,No,No,Telephone,11,Monday,22,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
44,Admin,Married,Professional Course,No,No,No,Cellular,11,Monday,200,1,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
53,Entrepreneur,Divorced,University Degree,No,No,No,Cellular,11,Monday,179,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
53,Entrepreneur,Divorced,University Degree,No,No,No,Cellular,11,Monday,93,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
53,Entrepreneur,Divorced,University Degree,No,Yes,No,Cellular,11,Monday,68,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
44,Entrepreneur,Married,University Degree,No,Yes,No,Cellular,11,Monday,1210,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,Yes
44,Admin,Married,Professional Course,No,No,No,Cellular,11,Monday,353,1,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
53,Entrepreneur,Divorced,University Degree,No,Yes,No,Cellular,11,Monday,107,1,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
53,Entrepreneur,Divorced,University Degree,No,No,No,Telephone,11,Monday,247,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
35,Admin,Married,University Degree,No,Yes,No,Cellular,11,Monday,211,2,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
44,Admin,Married,Professional Course,No,Yes,No,Telephone,11,Monday,762,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
57,Technician,Divorced,Professional Course,No,Yes,No,Cellular,11,Monday,181,4,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
43,Admin,Married,University Degree,No,Yes,No,Cellular,11,Monday,414,2,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
45,Admin,Married,Basic (9 Years),No,Yes,No,Cellular,11,Monday,446,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
51,Self-employed,Married,Basic (4 Years),No,No,No,Cellular,11,Monday,189,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
52,Management,Married,University Degree,No,Yes,Yes,Cellular,11,Monday,172,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
42,Blue-collar,Divorced,Basic (9 Years),No,Yes,Yes,Cellular,11,Monday,151,3,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
45,Self-employed,Married,University Degree,No,Yes,No,Cellular,11,Monday,487,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
32,Entrepreneur,Married,University Degree,No,Yes,Yes,Telephone,11,Monday,249,1,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
40,Blue-collar,Married,Basic (6 Years),No,Yes,No,Cellular,11,Monday,108,3,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
41,Admin,Married,University Degree,No,No,No,Cellular,11,Monday,295,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
50,Entrepreneur,Married,University Degree,No,Yes,No,Cellular,11,Monday,92,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
51,Retired,Divorced,Basic (4 Years),No,Yes,Yes,Cellular,11,Monday,94,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
31,Management,Single,University Degree,No,No,No,Cellular,11,Monday,104,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
58,Retired,Married,Professional Course,No,No,No,Cellular,11,Monday,318,1,999,0,Non-existent,-0.1,93.2,-42.0,4.191,5195.8,No
50,Entrepreneur,Married,University Degree,No,No,No,Cellular,11,Monday,408,1,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
33,Technician,Single,University Degree,No,No,No,Telephone,11,Monday,293,5,999,1,Failure,-0.1,93.2,-42.0,4.191,5195.8,No
42,Unemployed,Married,High School,No,Yes,No,Cellular,11,Tuesday,154,2,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
50,Technician,Married,Professional Course,No,No,Yes,Cellular,11,Tuesday,166,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
43,Admin,Married,High School,No,No,No,Cellular,11,Tuesday,127,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
36,Admin,Single,University Degree,No,Yes,No,Cellular,11,Tuesday,82,1,999,1,Failure,-0.1,93.2,-42.0,4.153,5195.8,No
34,Admin,Married,High School,No,No,No,Cellular,11,Tuesday,105,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
31,Management,Married,University Degree,No,Yes,Yes,Cellular,11,Tuesday,41,1,999,1,Failure,-0.1,93.2,-42.0,4.153,5195.8,No
51,Admin,Married,University Degree,No,No,No,Cellular,11,Tuesday,143,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
44,Technician,Married,Professional Course,No,No,No,Telephone,11,Tuesday,189,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
34,Admin,Divorced,University Degree,No,No,No,Cellular,11,Tuesday,41,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
34,Admin,Divorced,University Degree,No,No,No,Cellular,11,Tuesday,150,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
41,Services,Single,Professional Course,No,Yes,No,Cellular,11,Tuesday,41,2,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
37,Self-employed,Divorced,Basic (9 Years),No,Yes,No,Cellular,11,Tuesday,237,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
43,Management,Married,Professional Course,No,No,No,Cellular,11,Tuesday,42,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
43,Management,Married,Professional Course,No,Yes,No,Cellular,11,Tuesday,99,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
50,Technician,Divorced,Professional Course,No,No,No,Cellular,11,Tuesday,46,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
55,Blue-collar,Single,Basic (6 Years),No,Yes,No,Cellular,11,Tuesday,204,2,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
49,Admin,Divorced,Basic (6 Years),No,No,No,Cellular,11,Tuesday,295,2,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
39,Management,Married,University Degree,No,No,No,Cellular,11,Tuesday,88,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
56,Retired,Married,Basic (4 Years),No,No,No,Cellular,11,Tuesday,79,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
31,Admin,Married,University Degree,No,Yes,Yes,Cellular,11,Tuesday,64,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
53,Services,Divorced,High School,No,Yes,No,Cellular,11,Tuesday,233,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
47,Unemployed,Married,High School,No,No,No,Cellular,11,Tuesday,94,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
54,Self-employed,Married,Basic (9 Years),No,Yes,No,Cellular,11,Tuesday,139,4,999,1,Failure,-0.1,93.2,-42.0,4.153,5195.8,No
47,Unemployed,Married,High School,No,Yes,No,Cellular,11,Tuesday,65,1,999,1,Failure,-0.1,93.2,-42.0,4.153,5195.8,No
40,Self-employed,Married,Basic (9 Years),No,No,No,Cellular,11,Tuesday,55,1,999,1,Failure,-0.1,93.2,-42.0,4.153,5195.8,No
47,Management,Married,University Degree,No,Yes,No,Cellular,11,Tuesday,283,2,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
43,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,11,Tuesday,326,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
43,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,11,Tuesday,465,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
54,Admin,Single,University Degree,No,No,No,Cellular,11,Tuesday,67,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
54,Admin,Single,University Degree,No,Yes,No,Cellular,11,Tuesday,119,1,999,1,Failure,-0.1,93.2,-42.0,4.153,5195.8,No
41,Services,Married,University Degree,No,Yes,No,Cellular,11,Tuesday,140,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
34,Entrepreneur,Single,Basic (9 Years),No,No,No,Cellular,11,Tuesday,386,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
30,Blue-collar,Single,High School,No,Yes,Yes,Telephone,11,Tuesday,228,1,999,1,Failure,-0.1,93.2,-42.0,4.153,5195.8,No
35,Blue-collar,Married,Professional Course,No,Yes,No,Cellular,11,Tuesday,114,2,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
41,Management,Married,University Degree,No,Yes,No,Cellular,11,Tuesday,57,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
36,Blue-collar,Married,Basic (9 Years),No,Yes,Yes,Cellular,11,Tuesday,130,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
57,Management,Married,University Degree,No,Yes,No,Cellular,11,Tuesday,93,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
41,Management,Married,University Degree,No,Yes,No,Cellular,11,Tuesday,176,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
37,Blue-collar,Single,High School,No,Yes,No,Cellular,11,Tuesday,79,2,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
50,Technician,Married,Professional Course,No,Yes,No,Cellular,11,Tuesday,1978,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,Yes
36,Blue-collar,Married,Basic (4 Years),No,No,No,Cellular,11,Tuesday,101,5,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
34,Blue-collar,Married,Professional Course,No,No,No,Cellular,11,Tuesday,95,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
34,Blue-collar,Married,Professional Course,No,Yes,Yes,Cellular,11,Tuesday,64,1,999,1,Failure,-0.1,93.2,-42.0,4.153,5195.8,No
34,Blue-collar,Married,Professional Course,No,No,Yes,Cellular,11,Tuesday,91,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
40,Entrepreneur,Married,Basic (9 Years),No,No,No,Telephone,11,Tuesday,40,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
52,Technician,Married,Basic (9 Years),No,Yes,No,Cellular,11,Tuesday,54,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
40,Entrepreneur,Married,Basic (9 Years),No,Yes,No,Cellular,11,Tuesday,67,1,999,1,Failure,-0.1,93.2,-42.0,4.153,5195.8,No
40,Management,Married,University Degree,No,No,No,Cellular,11,Tuesday,1122,2,999,1,Failure,-0.1,93.2,-42.0,4.153,5195.8,Yes
34,Blue-collar,Married,Professional Course,No,No,No,Cellular,11,Tuesday,164,1,999,1,Failure,-0.1,93.2,-42.0,4.153,5195.8,No
35,Admin,Married,High School,No,No,No,Cellular,11,Tuesday,95,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
35,Admin,Married,High School,No,No,No,Cellular,11,Tuesday,72,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
41,Entrepreneur,Married,University Degree,No,Yes,No,Cellular,11,Tuesday,854,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,Yes
35,Admin,Married,High School,No,Yes,No,Cellular,11,Tuesday,114,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
49,Management,Married,University Degree,No,Yes,No,Cellular,11,Tuesday,116,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
32,Services,Married,High School,No,Yes,No,Cellular,11,Tuesday,105,1,999,1,Failure,-0.1,93.2,-42.0,4.153,5195.8,No
40,Technician,Married,Professional Course,No,No,No,Cellular,11,Tuesday,348,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
44,Technician,Single,Professional Course,No,Yes,Yes,Cellular,11,Tuesday,155,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
31,Entrepreneur,Divorced,Basic (4 Years),No,No,No,Cellular,11,Tuesday,290,1,5,1,Success,-0.1,93.2,-42.0,4.153,5195.8,No
36,Self-employed,Single,Basic (9 Years),No,No,No,Cellular,11,Tuesday,94,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
37,Technician,Married,High School,No,No,No,Cellular,11,Tuesday,39,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
53,Self-employed,Married,Basic (4 Years),No,Yes,No,Cellular,11,Tuesday,76,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
32,Admin,Single,University Degree,No,No,No,Cellular,11,Tuesday,36,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
51,Admin,Married,High School,No,No,No,Cellular,11,Tuesday,132,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
34,Technician,Married,Professional Course,No,Yes,No,Cellular,11,Tuesday,333,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
35,Entrepreneur,Married,Basic (9 Years),No,Yes,No,Cellular,11,Tuesday,155,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
35,Admin,Single,High School,No,Yes,No,Cellular,11,Tuesday,106,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
33,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,11,Tuesday,184,1,999,0,Non-existent,-0.1,93.2,-42.0,4.153,5195.8,No
51,Admin,Married,High School,No,No,Yes,Cellular,11,Tuesday,271,1,999,1,Failure,-0.1,93.2,-42.0,4.153,5195.8,No
